service_level,fill_rate_mean,holding_cost_mean,stockout_cost_mean,total_cost_mean
0.9,0.9788022277292949,16.74880223008633,10.208146776483757,76.54694900657007
0.92,0.9816436660178751,16.81380546815439,8.79473307792965,75.19853854608404
0.95,0.9861080085587385,16.943195341014,6.57045571422548,73.10365105523948
0.97,0.9894135002069381,17.07408925680569,4.921582892015655,71.58567214882135
0.99,0.9935096951838883,17.32835337921755,2.936021533781656,69.8543749129992
